FAMILY,Scientific name,CAT,Kriterien IUCN,NHV,Bemerkungen
Laubmoose – Musci,Dicranoweisia crispula (Hedw.) Milde,LC,,,
Laubmoose – Musci,Dicranum acutifolium (Lindb. & Arnell) C. E. O. Jensen,DD,,,"wird erst seit kurzem unterschieden, bisher 2 Funde"
Laubmoose – Musci,Dicranum bergeri Hoppe,NT,,,abhängig vom Moorschutz
Laubmoose – Musci,Dicranum bonjeanii De Not.,LC,,,
Laubmoose – Musci,Dicranum brevifolium (Lindb.) Lindb.,DD,,,erst seit kurzem unterschiedene Art
Laubmoose – Musci,Dicranum dispersum Engelmark,DD,,,"wurde erst 1999 beschrieben,  bisher ein Fund"
Laubmoose – Musci,Dicranum elongatum Schwaegr.,LC,,,Unterarten möglicherweise stärker gefährdet
Laubmoose – Musci,Dicranum flagellare Hedw.,EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Dicranum fulvum Hook.,LC,,,
Laubmoose – Musci,Dicranum fuscescens Sm.,LC,,,Unterarten möglicherweise stärker gefährdet
Laubmoose – Musci,Dicranum fuscescens Sm. subsp. congestum,DD,,,
Laubmoose – Musci,Dicranum fuscescens Sm. subsp. fuscescens,DD,,,
Laubmoose – Musci,Dicranum groenlandicum Brid.,DD,,,Vorkommen in der Schweiz unsicher
Laubmoose – Musci,Dicranum majus Sm.,LC,,,
Laubmoose – Musci,Dicranum montanum Hedw.,LC,,,
Laubmoose – Musci,"Dicranum muehlenbeckii B., S. & G.  ",DD,,,wurde kürzlich in mehrere Arten aufgeteilt
Laubmoose – Musci,Dicranum polysetum Sw.,LC,,,
Laubmoose – Musci,Dicranum scoparium Hedw.,LC,,,
Laubmoose – Musci,Dicranum spadiceum J. E. Zetterst.,DD,,,"wird erst seit kurzem unterschieden, scheint jedoch nicht selten"
Laubmoose – Musci,Dicranum spurium Hedw.,VU,D2,,
Laubmoose – Musci,Dicranum tauricum Sap.,LC,,,
Laubmoose – Musci,Dicranum viride (Sull. & Lesq.) Lindb.,LC,,§REG,
Laubmoose – Musci,Diphyscium foliosum (Hedw.) Mohr,LC,,,
Laubmoose – Musci,"Distichium capillaceum (Hedw.) B., S. & G.  ",LC,,,
Laubmoose – Musci,"Distichium inclinatum (Hedw.) B., S. & G.  ",LC,,,
Laubmoose – Musci,Distichophyllum carinatum Dix. & Nich.,RE,§REG,,
Laubmoose – Musci,Ditrichum flexicaule (Schwaegr.) Hampe,LC,,,
Laubmoose – Musci,Ditrichum heteromallum (Hedw.) Britt.,LC,,,
Laubmoose – Musci,Ditrichum lineare (Sw.) Lindb.,VU,D2,,
Laubmoose – Musci,Ditrichum pallidum (Hedw.) Hampe,EN,A2b ; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Ditrichum pusillum (Hedw.) Hampe,EN,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Ditrichum zonatum (Brid.) Braithw.,NT,D2,,
Laubmoose – Musci,Drepanocladus aduncus (Hedw.) Warnst.,LC,,,
Laubmoose – Musci,Drepanocladus cossonii (Schimp.) Loeske,LC,,,
Laubmoose – Musci,Drepanocladus exannulatus (Schimp.) Warnst.,LC,,,
Laubmoose – Musci,Drepanocladus fluitans (Hedw.) Warnst.,NT,,,
Laubmoose – Musci,Drepanocladus lycopodioides (Brid.) Warnst.,VU,A2b,,
Laubmoose – Musci,Drepanocladus pseudostramineus (C. Müll.) G.,VU,,,
Laubmoose – Musci,Drepanocladus revolvens (Sm.) Warnst.,LC,,,
Laubmoose – Musci,Drepanocladus sendtneri (H. Müll.) Warnst.,CR,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Drepanocladus sordidus (C. Müller) Hedenäs,DD,,,
Laubmoose – Musci,Drepanocladus uncinatus (Hedw.) Warnst.,LC,,,
Laubmoose – Musci,Drepanocladus vernicosus (Mitt.) Warnst.,NT,§CH,,
Laubmoose – Musci,Dryptodon patens (Hedw.) Brid.,LC,,,
Laubmoose – Musci,Encalypta affinis Hedw. f.,NE,,,
Laubmoose – Musci,Encalypta affinis Hedw. f. subsp. affinis,CR,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Encalypta affinis Hedw. f. subsp. macounii (Aust.),DD,,,
Laubmoose – Musci,Encalypta alpina Sm.,LC,,,
Laubmoose – Musci,Encalypta ciliata Hedw.,LC,,,
Laubmoose – Musci,Encalypta longicolla Bruch,CR,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Encalypta microstoma Bals. & De Not.,LC,,,
Laubmoose – Musci,Encalypta rhaptocarpa Schwaegr.,NE,,,
Laubmoose – Musci,Encalypta rhaptocarpa Schwaegr. subsp.,LC,,,
Laubmoose – Musci,Encalypta rhaptocarpa Schwaegr. subsp.,DD,,,
Laubmoose – Musci,Encalypta streptocarpa Hedw.,LC,,,
Laubmoose – Musci,Encalypta vulgaris Hedw.,LC,,,
Laubmoose – Musci,Entodon cladorrhizans (Hedw.) C. Müll.,NE,,,
Laubmoose – Musci,Entodon cladorrhizans (Hedw.) C. Müll. subsp.,RE,,,
Laubmoose – Musci,Entodon cladorrhizans (Hedw.) C. Müll. subsp.,VU,,,
Laubmoose – Musci,Entodon concinnus (De Not.) Par.,LC,,,
Laubmoose – Musci,Ephemerum cohaerens (Hedw.) Hampe,CR,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Ephemerum minutissimum Lindb.,LC,,,
Laubmoose – Musci,Ephemerum recurvifolium (Dicks.) Boul.,CR,B2ab(iv),,
Laubmoose – Musci,Ephemerum serratum (Hedw.) Hampe,VU,D2,,
Laubmoose – Musci,Epipterygium tozeri (Grev.) Lindb.,VU,D2,,
Laubmoose – Musci,"Eucladium verticillatum (Brid.) B., S. & G.  ",NE,,,
Laubmoose – Musci,"Eucladium verticillatum (Brid.) B., S. & G. subsp.",DD,,,
Laubmoose – Musci,"Eucladium verticillatum (Brid.) B., S. & G. subsp.",LC,,,
Laubmoose – Musci,Eurhynchium hians (Hedw.) Sande Lac.,LC,,,
Laubmoose – Musci,Eurhynchium praelongum (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Eurhynchium pulchellum (Hedw.) Jenn.,LC,,,
Laubmoose – Musci,Eurhynchium pumilum (Wils.) Schimp.,VU,D2,,
Laubmoose – Musci,Eurhynchium schleicheri (Hedw. f.) Jur.,LC,,,
Laubmoose – Musci,Eurhynchium speciosum (Brid.) Jur.,LC,,,abhängig vom Moorschutz
Laubmoose – Musci,Eurhynchium striatulum (Spruce) Schimp.,LC,,,
Laubmoose – Musci,Eurhynchium striatum (Hedw.) Schimp.,NE,,,
Laubmoose – Musci,Eurhynchium striatum (Hedw.) Schimp. subsp.,LC,,,
Laubmoose – Musci,Eurhynchium striatum (Hedw.) Schimp. subsp.,LC,,,
Laubmoose – Musci,zetterstedtii (Størm.) Podp.,,,,
Laubmoose – Musci,Fabronia ciliaris (Brid.) Brid.,VU,D2,,kommt nur in der Südschweiz vor
Laubmoose – Musci,Fabronia pusilla Raddi,VU,D2,,kommt nur in der Südschweiz vor
Laubmoose – Musci,Fissidens adianthoides Hedw.,LC,,,
Laubmoose – Musci,Fissidens bryoides Hedw.,NE,,,
Laubmoose – Musci,Fissidens bryoides Hedw. subsp. bryoides,LC,,,
Laubmoose – Musci,Fissidens bryoides Hedw. subsp. curnovii (Mitt.),EN,,,"möglicherweise ausgestorben,"
Laubmoose – Musci,Fissidens celticus J.A. Paton,VU,D2,,
Laubmoose – Musci,"Fissidens crassipes B., S. & G.  ",LC,,,abhängig vom Gewässerschutz
Laubmoose – Musci,Fissidens dubius P. Beauv.,LC,,,
Laubmoose – Musci,Fissidens exilis Hedw.,NT,D2,,
Laubmoose – Musci,Fissidens grandifrons Brid.,EN,A2b,,
Laubmoose – Musci,Fissidens osmundoides Hedw.,LC,,,
Laubmoose – Musci,"Fissidens rivularis (Spruce) B., S. & G.  ",VU,D2,,
Laubmoose – Musci,"Fissidens rufulus B., S. & G.  ",EN,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Fissidens taxifolius Hedw.,NE,,,
Laubmoose – Musci,Fissidens taxifolius Hedw. subsp. taxifolius,LC,,,
Laubmoose – Musci,Fissidens viridulus (Sw.) Wahlenb.,DD,,,Taxonomie unklar
Laubmoose – Musci,Fissidens viridulus (Sw.) Wahlenb. subsp.,DD,,,
Laubmoose – Musci,Fissidens viridulus (Sw.) Wahlenb. subsp.,DD,,,
Laubmoose – Musci,Fissidens viridulus (Sw.) Wahlenb. subsp. pusillus,DD,,,
Laubmoose – Musci,Fissidens viridulus (Sw.) Wahlenb. subsp.,DD,,,
Laubmoose – Musci,Fontinalis antipyretica Hedw.,LC,,,Unterarten möglicherweise stärker gefährdet
Laubmoose – Musci,Fontinalis antipyretica Hedw. subsp. antipyretica,DD,,,Taxonomie unklar
Laubmoose – Musci,Fontinalis antipyretica Hedw. subsp. gigantea,DD,,,
Laubmoose – Musci,Fontinalis antipyretica Hedw. subsp. gracilis,DD,,,
Laubmoose – Musci,Fontinalis hypnoides Hartm.,VU,D2,,
Laubmoose – Musci,Fontinalis squamosa Hedw.,VU,D2,,"möglicherweise ausgestorben, letzter Fund um 1900"
Laubmoose – Musci,Funaria attenuata (Dicks.) Lindb.,EN,D2,,"letzter Fund 1911,  Upgrading vorgenommen"
Laubmoose – Musci,Funaria fascicularis (Hedw.) Lindb.,EN,B1ab(iv)+2ab(iv),,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,Funaria hygrometrica Hedw.,LC,,,
Laubmoose – Musci,Funaria microstoma Schimp.,CR,B1ab(iv)+2ab(iv),,"möglicherweise ausgestorben, letzter Fund erste Hälfte des 20 Jh."
Laubmoose – Musci,Funaria muhlenbergii Turn.,CR,B2ab(iv),,"Wallis, abhängig vom Schutz der"
Laubmoose – Musci,Funaria obtusa (Hedw.) Lindb.,CR,B1ab(iv)+2ab(iv),,"möglicherweise ausgestorben, letzter Fund 1934"
Laubmoose – Musci,Funaria pulchella Philib.,CR,"B2ab(i,iv)",,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,Grimmia affinis Hornsch.,LC,,,
Laubmoose – Musci,"Grimmia anodon B., S. & G.",LC,,,
Laubmoose – Musci,Grimmia anomala Schimp.,NT,D2,,
Laubmoose – Musci,Grimmia apiculata Hornsch.,VU,D2,,
Laubmoose – Musci,Grimmia atrata Hoppe & Hornsch.,VU,D2,,letzter Fund 1970
Laubmoose – Musci,Grimmia caespiticia (Brid.) Jur.,LC,,,
Laubmoose – Musci,Grimmia crinita Brid.,EN,A2b,,
Laubmoose – Musci,Grimmia decipiens (K. F. Schultz) Lindb.,VU,D2,,
Laubmoose – Musci,Grimmia dissimulata E. Maier,DD,,,erst 2002 beschrieben
Laubmoose – Musci,Grimmia donniana Sm.,LC,,,
Laubmoose – Musci,Grimmia elatior Bals. & De Not.,LC,,,
Laubmoose – Musci,Grimmia elongata Kaulf.,VU,D2,,
Laubmoose – Musci,"Grimmia funalis (Schwaegr.) B., S. & G.",LC,,,
Laubmoose – Musci,Grimmia hartmanii Schimp.,LC,,,
Laubmoose – Musci,Grimmia incurva Schwaegr.,LC,,,
Laubmoose – Musci,Grimmia laevigata (Brid.) Brid.,LC,,,
Laubmoose – Musci,Grimmia lisae De Not.,DD,,,"erst seit kurzem als Art akzeptiert, einziger Fund 1998"
Laubmoose – Musci,"Grimmia montana B., S. & G.",LC,,,
Laubmoose – Musci,Grimmia muehlenbeckii Schimp.,LC,,,
Laubmoose – Musci,Grimmia orbicularis Wils.,LC,,,
Laubmoose – Musci,Grimmia ovalis (Hedw.) Lindb.,NE,,,
Laubmoose – Musci,Grimmia ovalis (Hedw.) Lindb. subsp. ovalis,LC,,,
Laubmoose – Musci,Grimmia pulvinata (Hedw.) Sm.,LC,,,
Laubmoose – Musci,Grimmia sessitana De Not.,LC,,,
Laubmoose – Musci,Grimmia sudetica Schwaegr.,LC,,,
Laubmoose – Musci,Grimmia teretinervis Limpr.,VU,D2,,
Laubmoose – Musci,"Grimmia tergestina B., S. & G.",LC,,,
Laubmoose – Musci,Grimmia torquata Grev.,NT,D2,,
Laubmoose – Musci,Grimmia trichophylla Grev.,NT,D2,,
Laubmoose – Musci,Grimmia unicolor Hook.,NT,D2,,
Laubmoose – Musci,Gymnostomum aeruginosum Sm.,LC,,,
Laubmoose – Musci,"Gymnostomum calcareum Nees, Hornsch. &",LC,,,
Laubmoose – Musci,Gymnostomum viridulum Brid.,VU,D2,,
Laubmoose – Musci,Gyroweisia tenuis (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Habrodon perpusillus (De Not.) Lindb.,VU,D2,,nur aus dem Tessin bekannt
Laubmoose – Musci,Haplohymenium triste (Ces.) Kindb.,VU,D2,,nur aus dem Tessin bekannt
Laubmoose – Musci,Hedwigia ciliata (Hedw.) P. Beauv.,LC,,,
Laubmoose – Musci,Hedwigia stellata Hedenäs,VU,D2,,"erst 1994 beschrieben, ältere Belege von H. ciliata z. T. überprüft"
Laubmoose – Musci,Herzogiella seligeri (Brid.) Iwats.,LC,,,
Laubmoose – Musci,Herzogiella striatella (Brid.) Iwats.,EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Heterocladium dimorphum (Brid.) Schimp.,LC,,,
Laubmoose – Musci,Heterocladium heteropterum Schimp.,NE,,,
Laubmoose – Musci,Heterocladium heteropterum Schimp. subsp.,LC,,,nur in der Südschweiz
Laubmoose – Musci,Homalia besseri Lobar.,EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Homalia trichomanoides (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Homalothecium lutescens (Hedw.) Robins.,LC,,,
Laubmoose – Musci,Homalothecium philippeanum (Spruce) Schimp.,LC,,,
Laubmoose – Musci,Homalothecium sericeum (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Homomallium incurvatum (Brid.) Loeske,LC,,,
Laubmoose – Musci,Hookeria lucens (Hedw.) J.E. Sm.,LC,,,
Laubmoose – Musci,"Hydrogrimmia mollis (B., S. & G.) Loeske",LC,,,
Laubmoose – Musci,Hygrohypnum alpestre (Hedw.) Loeske,VU,D2,,"möglicherweise ausgestorben, einziger Fund 1928"
Laubmoose – Musci,Hygrohypnum alpinum (Lindb.) Loeske,EN,A2b,,
Laubmoose – Musci,Hygrohypnum cochlearifolium (Vent.) Broth.,CR,B2ab(iv),,"Fund 1932, Nachsuche einzelner"
Laubmoose – Musci,Hygrohypnum duriusculum (De Not.) Jamieson,NT,D2,,
Laubmoose – Musci,Hygrohypnum eugyrium (Schimp.) Broth.,VU,D2,,
Laubmoose – Musci,Hygrohypnum luridum (Hedw.) Jenn.,LC,,,
Laubmoose – Musci,Hygrohypnum molle (Hedw.) Loeske,VU,D2,,
Laubmoose – Musci,Hygrohypnum norvegicum (Schimp.) Amann &,VU,,,"möglicherweise ausgestorben,"
Laubmoose – Musci,Hygrohypnum ochraceum (Wils.) Loeske,VU,D2,,
Laubmoose – Musci,Hygrohypnum polare (Lindb.) Loeske,VU,D2,,einziger Fund 1995
Laubmoose – Musci,Hygrohypnum smithii (Sw.) Broth.,EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Hygrohypnum styriacum (Limpr.) Broth.,VU,D2,,"möglicherweise ausgestorben, einziger Fund 1880"
Laubmoose – Musci,Hylocomium brevirostre (Brid.) Schimp.,LC,,,
Laubmoose – Musci,Hylocomium pyrenaicum (Spruce) Lindb.,LC,,,
Laubmoose – Musci,Hylocomium splendens (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Hylocomium umbratum (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Hymenostylium recurvirostre (Hedw.) Dix.,LC,,,
Laubmoose – Musci,Hyophila involuta (Hook.) Jaeg.,VU,A2b; D2,,
Laubmoose – Musci,Hypnum bambergeri Schimp.,EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Hypnum callichroum Brid.,LC,,,
Laubmoose – Musci,Hypnum cupressiforme Hedw.,NE,,,
Laubmoose – Musci,Hypnum cupressiforme Hedw. subsp.,LC,,,
Laubmoose – Musci,Hypnum cupressiforme Hedw. subsp. imponens,VU,,,
Laubmoose – Musci,Hypnum cupressiforme Hedw. subsp. lacunosum,LC,,,
Laubmoose – Musci,Hypnum cupressiforme Hedw. subsp. mamillatum,LC,,,
Laubmoose – Musci,Hypnum cupressiforme Hedw. subsp.,LC,,,
Laubmoose – Musci,Hypnum cupressiforme Hedw. subsp. ericetorum,VU,,,
Laubmoose – Musci,Hypnum fertile Sendtn.,VU,D2,,
Laubmoose – Musci,Hypnum hamulosum Schimp.,EN,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Hypnum lindbergii Mitt.,LC,,,abhängig vom Moorschutz
Laubmoose – Musci,Hypnum pallescens (Hedw.) P. Beauv.,LC,,,
Laubmoose – Musci,Hypnum pratense (Rabenh.) Hartm.,LC,,,abhängig vom Moorschutz
Laubmoose – Musci,Hypnum recurvatum (Lindb. & H. Arnell) Kindb.,LC,,,
Laubmoose – Musci,Hypnum revolutum (Mitt.) Lindb.,LC,,,
Laubmoose – Musci,Hypnum sauteri Schimp.,EN,A2b; B1ab(iv)+2ab(iv),§REG,
Laubmoose – Musci,Hypnum vaucheri Lesq.,LC,,,
Laubmoose – Musci,Isopterygium elegans (Brid.). Lindb.,LC,,,
Laubmoose – Musci,Isopterygium muellerianum (Schimp.) Jaeg.,LC,,,
Laubmoose – Musci,Isopterygium pulchellum (Hedw.) Jaeg.,LC,,,
Laubmoose – Musci,Isothecium alopecuroides (Dubois) Isov.,LC,,,
Laubmoose – Musci,Isothecium myosuroides Brid.,NT,D2,,
Laubmoose – Musci,"Kiaeria blyttii (B., S. & G.) Broth.  ",LC,,,
Laubmoose – Musci,Kiaeria falcata (Hedw.) I. Hag.,LC,,,
Laubmoose – Musci,Kiaeria starkei (Web. & Mohr) I. Hag.,LC,,,
Laubmoose – Musci,Leptobryum pyriforme (Hedw.) Wils.,LC,,,
Laubmoose – Musci,Leptodon smithii (Hedw.) Web. & Mohr,VU,D2,,
Laubmoose – Musci,Leptodontium flexifolium (Dicks.) Hampe,VU,D2,,letzter Fund 1979
Laubmoose – Musci,Leptodontium styriacum (Jur.) Limpr.,VU,D2,,
Laubmoose – Musci,Lescuraea mutabilis (Brid.) I. Hag.,LC,,,
Laubmoose – Musci,Lescuraea saxicola (Schimp.) Milde,LC,,,
Laubmoose – Musci,Leskea polycarpa Hedw.,LC,,,
Laubmoose – Musci,Leucobryum glaucum (Hedw.) Ångstr.,LC,,§CH,
Laubmoose – Musci,Leucobryum juniperoideum (Brid.) C. Müll.,LC,,§CH,
Laubmoose – Musci,Leucodon sciuroides (Hedw.) Schwaegr.,LC,,,
Laubmoose – Musci,Meesia longiseta Hedw.,RE,,§REG,"letzter Fund 1928, Nachsuche fast aller Populationen erfolglos"
Laubmoose – Musci,Meesia triquetra (Richt.) Ångstr.,NT,A2b,,"abhängig vom Moorschutz,  im Mittelland gefährdet"
Laubmoose – Musci,Meesia uliginosa Hedw.,LC,,,im Mittelland gefährdet
Laubmoose – Musci,Metzleria alpina Milde,RE,,§REG,"letzter Fund 1868, Nachsuche aller Populationen erfolglos"
Laubmoose – Musci,Mielichhoferia elongata (Hook.) Hornsch.,VU,D2,,
Laubmoose – Musci,Mielichhoferia mielichhoferiana (Funck) Loeske,VU,D2,,
Laubmoose – Musci,Mnium ambiguum H. Müll.,NT,D2,,
Laubmoose – Musci,Mnium hornum Hedw.,LC,,,
Laubmoose – Musci,Mnium marginatum (Dicks.) P. Beauv.,LC,,,
Laubmoose – Musci,Mnium spinosum (Voit) Schwaegr.,LC,,,
Laubmoose – Musci,"Mnium spinulosum B., S. & G.  ",LC,,,
Laubmoose – Musci,Mnium stellare Hedw.,LC,,,
Laubmoose – Musci,Mnium thomsonii Schimp.,LC,,,
Laubmoose – Musci,Myurella julacea (Schwaegr.) Schimp.,LC,,,
Laubmoose – Musci,Myurella tenerrima (Brid.) Lindb.,NT,D2,,
Laubmoose – Musci,Neckera complanata (Hedw.) Hüb.,LC,,,
Laubmoose – Musci,Neckera crispa Hedw.,LC,,,
Laubmoose – Musci,Neckera menziesii Hook.,CR,"B2ab(i,ii,iv)",,
Laubmoose – Musci,Neckera pennata Hedw.,NE,,,
Laubmoose – Musci,Neckera pennata Hedw. subsp. pennata,CR,B2ab(iv),,
Laubmoose – Musci,Neckera pumila Hedw.,VU,D2,,
Laubmoose – Musci,Octodiceras fontanum (B. Pyl.) Lindb.,VU,D2,,
Laubmoose – Musci,Oligotrichum hercynicum (Hedw.) Lam. & DC.,LC,,,
Laubmoose – Musci,Oncophorus virens (Hedw.) Brid.,LC,,,
Laubmoose – Musci,Oncophorus wahlenbergii Brid.,VU,D2,,
Laubmoose – Musci,Oreas martiana (Hoppe & Hornsch.) Brid.,VU,D2,,
Laubmoose – Musci,Oreoweisia torquescens (Brid.) Wijk & Marg.,VU,D2,,
Laubmoose – Musci,Orthothecium chryseon (Schwaegr.) Schimp.,CR,"A2b; B2ab(i,ii,iv)",,
Laubmoose – Musci,Orthothecium intricatum (Hartm.) Schimp.,LC,,,
Laubmoose – Musci,Orthothecium rufescens (Sm.) Schimp.,LC,,,
Laubmoose – Musci,Orthothecium strictum Lor.,EN,A2b; B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Orthotrichum affine Brid.,LC,,,
Laubmoose – Musci,"Orthotrichum alpestre B., S. & G.",EN,B1ab(iv)+2ab(iv),,
Laubmoose – Musci,Orthotrichum anomalum Hedw.,LC,,,
Laubmoose – Musci,"Orthotrichum callistomum B., S. & G.",RE,,,
Laubmoose – Musci,Orthotrichum cupulatum Brid.,LC,,,
Laubmoose – Musci,Orthotrichum diaphanum Brid.,LC,,,
Laubmoose – Musci,Orthotrichum laevigatum Zett.,VU,D2,,
Laubmoose – Musci,Orthotrichum limprichtii I. Hag.,DD,,,
Laubmoose – Musci,Orthotrichum lyellii Hook. & Tayl.,LC,,,
Laubmoose – Musci,Orthotrichum microcarpum De Not.,CR,B2ab(iv),,
Laubmoose – Musci,Orthotrichum obtusifolium Brid.,LC,,,
Laubmoose – Musci,Orthotrichum pallens Brid.,LC,,,
Laubmoose – Musci,Orthotrichum patens Brid.,NT,A2b,,
Laubmoose – Musci,Orthotrichum pulchellum Brunt.,VU,D2,,
Laubmoose – Musci,Orthotrichum pumilum Sw.,LC,,,
Laubmoose – Musci,Orthotrichum rivulare Turn.,DD,,,
Laubmoose – Musci,Orthotrichum rogeri Brid.,VU,D2,§REG,
Laubmoose – Musci,Orthotrichum rupestre Schwaegr.,LC,,,
Laubmoose – Musci,Orthotrichum scanicum Grönv.,CR,"A2b; B2ab(ii,iv)",§REG,
Laubmoose – Musci,Orthotrichum speciosum Nees,LC,,,
Laubmoose – Musci,Orthotrichum stellatum Brid.,CR,B2ab(iv),,
Laubmoose – Musci,Orthotrichum stramineum Brid.,LC,,,
Laubmoose – Musci,Orthotrichum striatum Hedw.,LC,,,
Laubmoose – Musci,Orthotrichum tenellum Brid.,VU,D2,,
Laubmoose – Musci,Orthotrichum urnigerum Myr.,CR,B2ab(iv),,
Laubmoose – Musci,Oxystegus tenuirostris (Hook. & Tayl.) A. J. E.,LC,,,
Laubmoose – Musci,Paludella squarrosa (Hedw.) Brid.,VU,A2b; D2,,
Laubmoose – Musci,Palustriella pluristratosa Stech & J.-P. Frahm,DD,,,Taxonomie unklar
Laubmoose – Musci,Paraleucobryum albicans (Schwaegr.) Loeske,LC,,,
Laubmoose – Musci,Paraleucobryum longifolium (Hedw.) Loeske,NE,,,
Laubmoose – Musci,Paraleucobryum longifolium (Hedw.) Loeske,LC,,,
Laubmoose – Musci,Paraleucobryum longifolium (Hedw.) Loeske,DD,,,
Laubmoose – Musci,Phascum curvicolle Hedw.,EN,B1ab(iv)+2ab(iv),,abhängig vom Schutz der Trocken-standorte
Laubmoose – Musci,Phascum cuspidatum Hedw.,LC,,,
Laubmoose – Musci,Phascum floerkeanum Web. & Mohr,CR,B2ab(iv),,"möglicherweise ausgestorben, letzter Fund 1909"
Laubmoose – Musci,Philonotis arnellii Husn.,VU,D2,,
Laubmoose – Musci,Philonotis caespitosa Jur.,VU,D2,,
Laubmoose – Musci,Philonotis calcarea (B. & S.) Schimp.,LC,,,
Laubmoose – Musci,Philonotis fontana (Hedw.) Brid.,LC,,,
Laubmoose – Musci,Philonotis marchica (Hedw.) Brid.,CR,B2ab(iv),,
Laubmoose – Musci,Philonotis rigida Brid.,VU,A2b; D2,,nur aus dem Tessin bekannt
Laubmoose – Musci,Philonotis seriata Mitt.,LC,,,
Laubmoose – Musci,Philonotis tomentella Mol.,LC,,,
Laubmoose – Musci,Physcomitrium eurystomum Sendtn.,VU,D2,,
Laubmoose – Musci,Physcomitrium patens (Hedw.) Mitt.,VU,D2,,
Laubmoose – Musci,Physcomitrium pyriforme (Hedw.) Brid.,LC,,,
Laubmoose – Musci,Physcomitrium sphaericum (Ludw.) Brid.,RE,,,letzter Fund 1866
Laubmoose – Musci,Plagiobryum demissum (Hook.) Lindb.,CR,B2ab(iv),,
Laubmoose – Musci,Plagiobryum zierii (Hedw.) Lindb.,NT,D2,,
Laubmoose – Musci,Plagiomnium affine (Bland.) T. Kop.,LC,,,
Laubmoose – Musci,Plagiomnium cuspidatum (Hedw.) T. Kop.,LC,,,
Laubmoose – Musci,Plagiomnium elatum (B. & S.) T. Kop.,LC,,,
Laubmoose – Musci,Plagiomnium ellipticum (Brid.) T. Kop.,LC,,,
Laubmoose – Musci,Plagiomnium medium (B. & S.) T. Kop.,NE,,,
Laubmoose – Musci,Plagiomnium medium (B. & S.) T. Kop. subsp.,LC,,,
Laubmoose – Musci,Plagiomnium rostratum (Schrad.) T. Kop.,LC,,,
Laubmoose – Musci,Plagiomnium undulatum (Hedw.) T. Kop.,LC,,,
Laubmoose – Musci,Plagiopus oederianus (Sw.) Crum & Anders.,LC,,,
Laubmoose – Musci,Plagiothecium curvifolium Limpr.,LC,,,
Laubmoose – Musci,Plagiothecium denticulatum (Hedw.) Schimp.,LC,,,
Laubmoose – Musci,Plagiothecium laetum Schimp.,LC,,,
Laubmoose – Musci,Plagiothecium neckeroideum Schimp.,VU,D2,,
